  Measurement Number     Measurement type
                   4               PQPUND

      Measurement ID                     
       739665.518198                     

          First Bias          Second Bias                Steps           Repetition
                   2                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
               0.001               0.0005                0.001               0.0005

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   6.6632e-08   6.2214e-08
    0.081633    6.658e-08    6.311e-08
     0.16327   6.7678e-08   6.4415e-08
      0.2449   6.7378e-08   6.4503e-08
     0.32653   6.7988e-08   6.5039e-08
     0.40816   6.8027e-08   6.5221e-08
      0.4898   6.8555e-08   6.5751e-08
     0.57143   6.9812e-08   6.6726e-08
     0.65306   6.9378e-08   6.6348e-08
     0.73469   7.0369e-08   6.6772e-08
     0.81633   7.0304e-08   6.6588e-08
     0.89796   7.0811e-08   6.7178e-08
     0.97959   7.1064e-08   6.7421e-08
      1.0612   7.1463e-08   6.7591e-08
      1.1429   7.2468e-08   6.8781e-08
      1.2245   7.2073e-08   6.8515e-08
      1.3061   7.3302e-08    6.925e-08
      1.3878   7.3343e-08   6.9711e-08
      1.4694   7.3815e-08   6.9902e-08
       1.551   7.5306e-08   7.1229e-08
      1.6327   7.3447e-08   7.0405e-08
      1.7143   7.4946e-08   7.1757e-08
      1.7959   7.4865e-08   7.1953e-08
      1.8776   7.5233e-08   7.2265e-08
      1.9592    7.595e-08   7.2894e-08
      1.9592   -5.928e-08   -6.288e-08
      1.8776  -6.1561e-08  -6.3704e-08
      1.7959  -6.3273e-08  -6.4166e-08
      1.7143  -6.4188e-08  -6.4875e-08
      1.6327   -6.517e-08  -6.5698e-08
       1.551  -6.6022e-08   -6.665e-08
      1.4694  -6.6171e-08  -6.6683e-08
      1.3878  -6.7051e-08    -6.74e-08
      1.3061     -6.7e-08  -6.7375e-08
      1.2245  -6.7052e-08  -6.7319e-08
      1.1429  -6.7666e-08   -6.811e-08
      1.0612  -6.7421e-08  -6.7912e-08
     0.97959  -6.8255e-08  -6.8714e-08
     0.89796  -6.8043e-08  -6.8545e-08
     0.81633  -6.8356e-08  -6.8811e-08
     0.73469    -6.87e-08  -6.9211e-08
     0.65306  -6.9123e-08  -6.9642e-08
     0.57143  -6.9457e-08  -6.9748e-08
      0.4898  -6.9791e-08  -6.9995e-08
     0.40816  -7.0768e-08  -7.1187e-08
     0.32653  -7.0709e-08  -7.1423e-08
      0.2449    -7.11e-08   -7.132e-08
     0.16327  -7.1733e-08  -7.2377e-08
    0.081633  -7.1964e-08  -7.2993e-08
           0  -7.2916e-08  -7.3755e-08
   -0.081633  -7.3613e-08  -6.3545e-08
    -0.16327  -7.4254e-08  -6.4884e-08
     -0.2449  -7.4054e-08   -6.513e-08
    -0.32653  -7.4221e-08  -6.5843e-08
    -0.40816  -7.4933e-08  -6.6537e-08
     -0.4898  -7.5569e-08  -6.6788e-08
    -0.57143  -7.6291e-08  -6.7686e-08
    -0.65306  -7.5903e-08  -6.7036e-08
    -0.73469  -7.6334e-08  -6.7542e-08
    -0.81633  -7.6377e-08   -6.786e-08
    -0.89796  -7.6167e-08  -6.7945e-08
    -0.97959  -7.6647e-08  -6.8632e-08
     -1.0612  -7.6329e-08  -6.8457e-08
     -1.1429   -7.768e-08  -6.9727e-08
     -1.2245  -7.7112e-08  -6.9521e-08
     -1.3061  -7.7274e-08  -6.9763e-08
     -1.3878  -7.7722e-08  -7.0174e-08
     -1.4694  -7.7303e-08  -7.0335e-08
      -1.551  -7.7944e-08  -7.1448e-08
     -1.6327  -7.7304e-08  -7.1378e-08
     -1.7143  -7.7818e-08  -7.2256e-08
     -1.7959  -7.7388e-08  -7.2901e-08
     -1.8776  -7.7392e-08  -7.3094e-08
     -1.9592  -7.7868e-08   -7.398e-08
     -1.9592   5.8257e-08   6.1439e-08
     -1.8776   5.9746e-08   6.2423e-08
     -1.7959   6.1394e-08   6.3497e-08
     -1.7143    6.129e-08   6.3885e-08
     -1.6327   6.3455e-08   6.4629e-08
      -1.551    6.408e-08   6.5321e-08
     -1.4694   6.4519e-08   6.5411e-08
     -1.3878   6.5973e-08   6.6791e-08
     -1.3061   6.5493e-08   6.6285e-08
     -1.2245    6.585e-08   6.6381e-08
     -1.1429   6.6193e-08   6.6713e-08
     -1.0612   6.6457e-08   6.6894e-08
    -0.97959   6.6815e-08   6.7346e-08
    -0.89796   6.6837e-08   6.7522e-08
    -0.81633   6.7201e-08   6.7995e-08
    -0.73469   6.7501e-08   6.8327e-08
    -0.65306   6.8122e-08   6.9062e-08
    -0.57143   6.8228e-08   6.9227e-08
     -0.4898   6.8539e-08   6.9567e-08
    -0.40816   6.9569e-08   7.0642e-08
    -0.32653   6.9379e-08   7.0351e-08
     -0.2449   7.0142e-08   7.0949e-08
    -0.16327   7.0729e-08   7.0762e-08
   -0.081633   7.0884e-08   7.1556e-08
             Leak IV        Points number                   98
    Voltages     CurrentP     CurrentC
   -0.040816   -7.035e-10  -5.7031e-09
    0.040816  -3.6624e-10  -4.2676e-09
     0.12245   1.0993e-11  -3.4754e-09
     0.20408   3.8732e-10  -2.8135e-09
     0.28571   6.3193e-10  -2.1951e-09
     0.36735   1.1088e-09  -1.7138e-09
     0.44898   1.5469e-09  -1.3191e-09
     0.53061   1.7951e-09  -9.6774e-10
     0.61224   2.4322e-09   -6.539e-10
     0.69388    2.598e-09  -4.4765e-10
     0.77551   3.1653e-09  -2.5799e-10
     0.85714   3.3793e-09    5.752e-11
     0.93878   4.0956e-09   3.6235e-10
      1.0204   4.1781e-09   5.8929e-10
       1.102   5.0772e-09   1.0534e-09
      1.1837   5.0994e-09   1.6233e-09
      1.2653   5.8142e-09   1.9352e-09
      1.3469   5.9429e-09   2.4351e-09
      1.4286   6.8369e-09   2.6908e-09
      1.5102   6.5904e-09   3.0869e-09
      1.5918      7.1e-09   3.5798e-09
      1.6735   7.2289e-09   4.1565e-09
      1.7551   7.6496e-09   4.6359e-09
      1.8367   7.8957e-09    4.983e-09
      1.9184   8.9131e-09   5.2459e-09
           2   9.8968e-09   6.8516e-09
      1.9184   7.2081e-09   4.0739e-09
      1.8367   4.5602e-09   2.9725e-09
      1.7551   3.1079e-09   2.3845e-09
      1.6735   2.3228e-09    1.776e-09
      1.5918    1.559e-09   1.2476e-09
      1.5102    8.073e-10   3.9076e-10
      1.4286   4.9563e-10   1.7497e-12
      1.3469   3.8389e-11  -2.7861e-10
      1.2653  -1.1673e-10  -5.4537e-10
      1.1837  -4.7334e-10  -7.5363e-10
       1.102  -6.7026e-10  -9.8403e-10
      1.0204  -6.9234e-10  -1.1472e-09
     0.93878   -1.009e-09  -1.4704e-09
     0.85714  -1.2853e-09  -1.8177e-09
     0.77551  -1.5497e-09  -2.1176e-09
     0.69388  -1.7533e-09  -2.4224e-09
     0.61224  -2.2619e-09  -2.8223e-09
     0.53061  -2.7685e-09  -3.0374e-09
     0.44898  -3.0398e-09  -3.3202e-09
     0.36735  -3.5005e-09  -3.9227e-09
     0.28571  -3.9583e-09   -4.511e-09
     0.20408  -4.2648e-09  -4.9596e-09
     0.12245  -4.8103e-09  -5.2242e-09
    0.040816  -5.1093e-09  -5.9511e-09
   -0.040816  -6.2615e-09   3.7554e-09
    -0.12245  -6.9547e-09   2.6851e-09
    -0.20408  -7.0215e-09   1.9314e-09
    -0.28571  -6.8893e-09   1.2475e-09
    -0.36735  -7.3304e-09   8.0275e-10
    -0.44898  -8.2456e-09   3.3796e-10
    -0.53061  -8.5693e-09  -8.8412e-11
    -0.61224  -8.8991e-09  -2.5615e-10
    -0.69388  -8.8816e-09  -5.0471e-10
    -0.77551  -9.8061e-09  -8.7905e-10
    -0.85714  -8.8251e-09   -9.599e-10
    -0.93878  -9.3789e-09  -1.2448e-09
     -1.0204  -9.5065e-09  -1.6268e-09
      -1.102  -9.7673e-09  -1.9217e-09
     -1.1837  -9.8364e-09  -2.3195e-09
     -1.2653  -9.5923e-09  -2.5776e-09
     -1.3469  -1.0606e-08  -2.9131e-09
     -1.4286  -1.0152e-08  -3.2825e-09
     -1.5102  -1.0237e-08  -3.6629e-09
     -1.5918  -1.0214e-08   -4.164e-09
     -1.6735   -1.042e-08  -4.5869e-09
     -1.7551  -1.0319e-08  -5.6435e-09
     -1.8367  -1.0634e-08  -6.1202e-09
     -1.9184  -1.0431e-08  -6.3472e-09
          -2  -1.0639e-08  -6.8029e-09
     -1.9184  -8.3931e-09   -5.379e-09
     -1.8367  -6.5311e-09  -4.1266e-09
     -1.7551  -6.1564e-09  -3.1919e-09
     -1.6735  -4.5992e-09  -2.5525e-09
     -1.5918  -3.3726e-09  -2.0539e-09
     -1.5102  -2.6408e-09   -1.442e-09
     -1.4286  -1.9757e-09  -1.1118e-09
     -1.3469  -1.5122e-09  -6.9293e-10
     -1.2653  -1.2421e-09  -4.5302e-10
     -1.1837   -9.292e-10  -3.5222e-10
      -1.102  -6.0047e-10  -7.2137e-11
     -1.0204  -3.4478e-10   8.2081e-11
    -0.93878  -2.3286e-10   3.2604e-10
    -0.85714  -2.4274e-11    6.826e-10
    -0.77551   3.2023e-10   1.1121e-09
    -0.69388   7.4935e-10    1.497e-09
    -0.61224   1.0634e-09    2.034e-09
    -0.53061   1.4478e-09   2.5006e-09
    -0.44898   1.7662e-09   2.9962e-09
    -0.36735   2.3729e-09   3.2171e-09
    -0.28571   2.5456e-09   3.7661e-09
    -0.20408   3.1886e-09   3.8775e-09
    -0.12245   3.4527e-09   4.0242e-09

                  QV        Points number                   98
     Voltage       Charge
           0    4.418e-12
    0.081633   7.8877e-12
     0.16327   1.1152e-11
      0.2449   1.4026e-11
     0.32653   1.6976e-11
     0.40816   1.9782e-11
      0.4898   2.2587e-11
     0.57143   2.5673e-11
     0.65306   2.8704e-11
     0.73469   3.2301e-11
     0.81633   3.6018e-11
     0.89796   3.9651e-11
     0.97959   4.3293e-11
      1.0612   4.7165e-11
      1.1429   5.0851e-11
      1.2245   5.4409e-11
      1.3061   5.8461e-11
      1.3878   6.2093e-11
      1.4694   6.6006e-11
       1.551   7.0084e-11
      1.6327   7.3126e-11
      1.7143   7.6314e-11
      1.7959   7.9226e-11
      1.8776   8.2194e-11
      1.9592    8.525e-11
      1.9592    8.885e-11
      1.8776   9.0992e-11
      1.7959   9.1886e-11
      1.7143   9.2573e-11
      1.6327   9.3101e-11
       1.551   9.3729e-11
      1.4694   9.4242e-11
      1.3878   9.4591e-11
      1.3061   9.4967e-11
      1.2245   9.5234e-11
      1.1429   9.5678e-11
      1.0612    9.617e-11
     0.97959   9.6628e-11
     0.89796    9.713e-11
     0.81633   9.7585e-11
     0.73469   9.8096e-11
     0.65306   9.8615e-11
     0.57143   9.8906e-11
      0.4898    9.911e-11
     0.40816   9.9529e-11
     0.32653   1.0024e-10
      0.2449   1.0046e-10
     0.16327   1.0111e-10
    0.081633   1.0214e-10
           0   1.0297e-10
   -0.081633   9.2907e-11
    -0.16327   8.3537e-11
     -0.2449   7.4613e-11
    -0.32653   6.6234e-11
    -0.40816   5.7838e-11
     -0.4898   4.9056e-11
    -0.57143   4.0451e-11
    -0.65306   3.1585e-11
    -0.73469   2.2792e-11
    -0.81633   1.4275e-11
    -0.89796   6.0534e-12
    -0.97959  -1.9612e-12
     -1.0612  -9.8335e-12
     -1.1429  -1.7786e-11
     -1.2245  -2.5376e-11
     -1.3061  -3.2888e-11
     -1.3878  -4.0436e-11
     -1.4694  -4.7404e-11
      -1.551    -5.39e-11
     -1.6327  -5.9825e-11
     -1.7143  -6.5387e-11
     -1.7959  -6.9874e-11
     -1.8776  -7.4172e-11
     -1.9592  -7.8059e-11
     -1.9592  -8.1241e-11
     -1.8776  -8.3918e-11
     -1.7959  -8.6021e-11
     -1.7143  -8.8617e-11
     -1.6327  -8.9791e-11
      -1.551  -9.1032e-11
     -1.4694  -9.1923e-11
     -1.3878  -9.2742e-11
     -1.3061  -9.3534e-11
     -1.2245  -9.4065e-11
     -1.1429  -9.4585e-11
     -1.0612  -9.5022e-11
    -0.97959  -9.5553e-11
    -0.89796  -9.6238e-11
    -0.81633  -9.7032e-11
    -0.73469  -9.7857e-11
    -0.65306  -9.8798e-11
    -0.57143  -9.9797e-11
     -0.4898  -1.0083e-10
    -0.40816   -1.019e-10
    -0.32653  -1.0287e-10
     -0.2449  -1.0368e-10
    -0.16327  -1.0371e-10
   -0.081633  -1.0438e-10




