  Measurement Number     Measurement type
                   6               PQPUND

      Measurement ID                     
       739665.518458                     

          First Bias          Second Bias                Steps           Repetition
                   3                   -3                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001                5e-05               0.0001                5e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   8.4693e-07   8.1749e-07
     0.12245   8.9356e-07   8.7094e-07
      0.2449   8.9238e-07   8.7015e-07
     0.36735   8.9852e-07   8.8428e-07
      0.4898   8.9477e-07   8.8265e-07
     0.61224   8.9731e-07   8.8771e-07
     0.73469   9.0072e-07   8.9185e-07
     0.85714   8.9872e-07    8.898e-07
     0.97959   9.0312e-07   8.9437e-07
       1.102   9.0614e-07   8.9556e-07
      1.2245   9.0426e-07   8.9046e-07
      1.3469   9.1258e-07   8.9834e-07
      1.4694   9.0922e-07   8.9551e-07
      1.5918   9.1397e-07   8.9861e-07
      1.7143   9.2047e-07   9.0365e-07
      1.8367    9.198e-07   9.0089e-07
      1.9592   9.3152e-07   9.1003e-07
      2.0816   9.3761e-07   9.2015e-07
      2.2041   9.4083e-07   9.1583e-07
      2.3265    9.462e-07   9.2585e-07
       2.449   9.5057e-07   9.2928e-07
      2.5714   1.0634e-06   9.4948e-07
      2.6939   1.0943e-06   1.0231e-06
      2.8163   1.0492e-06   9.9692e-07
      2.9388   1.0677e-06   1.0394e-06
      2.9388  -6.2961e-07    -6.76e-07
      2.8163   -7.181e-07  -7.3716e-07
      2.6939  -7.5049e-07  -8.0461e-07
      2.5714   -7.765e-07  -8.0648e-07
       2.449  -7.8301e-07  -8.1453e-07
      2.3265   -7.979e-07  -8.1855e-07
      2.2041  -8.0226e-07  -8.2145e-07
      2.0816  -8.1179e-07  -8.2597e-07
      1.9592  -8.2133e-07   -8.297e-07
      1.8367  -8.2287e-07   -8.265e-07
      1.7143  -8.2705e-07  -8.2982e-07
      1.5918  -8.2924e-07  -8.3043e-07
      1.4694  -8.2795e-07  -8.2942e-07
      1.3469  -8.3064e-07  -8.3143e-07
      1.2245  -8.3034e-07  -8.3206e-07
       1.102  -8.2972e-07  -8.3582e-07
     0.97959  -8.3382e-07  -8.3855e-07
     0.85714  -8.3279e-07  -8.3762e-07
     0.73469  -8.3589e-07  -8.4377e-07
     0.61224  -8.4082e-07  -8.5259e-07
      0.4898  -8.3929e-07  -8.5311e-07
     0.36735  -8.4565e-07  -8.5964e-07
      0.2449  -8.4937e-07  -8.6509e-07
     0.12245  -8.5616e-07  -8.7638e-07
           0    -8.63e-07  -9.1687e-07
    -0.12245  -9.0912e-07   -7.278e-07
     -0.2449  -9.5768e-07  -7.8188e-07
