  Measurement Number     Measurement type
                   5               PQPUND

      Measurement ID                     
       739665.518358                     

          First Bias          Second Bias                Steps           Repetition
                   2                   -2                   50                    1

           Rump time     Rump Interg time            Wait Time     Wait Integr Time
              0.0001                5e-05               0.0001                5e-05

                  IV        Points number                   98
    Voltages     CurrentP     CurrentC
           0   5.5876e-07   5.5492e-07
    0.081633   5.8605e-07   5.8292e-07
     0.16327   5.9154e-07   5.8968e-07
      0.2449   5.8875e-07   5.8645e-07
     0.32653   5.9065e-07   5.8798e-07
     0.40816   5.8949e-07   5.8618e-07
      0.4898   5.9036e-07   5.8763e-07
     0.57143   5.9704e-07   5.9357e-07
     0.65306   5.9268e-07   5.8947e-07
     0.73469    5.944e-07   5.9128e-07
     0.81633   5.9234e-07   5.8797e-07
     0.89796   5.9568e-07   5.9184e-07
     0.97959   5.9801e-07   5.9426e-07
      1.0612   5.9618e-07   5.9225e-07
      1.1429    6.005e-07   5.9664e-07
      1.2245   5.9708e-07   5.9182e-07
      1.3061   6.0158e-07   5.9634e-07
      1.3878   6.0137e-07   5.9748e-07
      1.4694   6.0251e-07   5.9699e-07
       1.551   6.0795e-07   6.0267e-07
      1.6327   6.0356e-07    5.997e-07
      1.7143   6.1428e-07   6.0725e-07
      1.7959   6.0956e-07   6.0522e-07
      1.8776   6.1313e-07   6.0712e-07
      1.9592   6.1414e-07   6.0916e-07
      1.9592  -5.0688e-07  -5.1278e-07
      1.8776  -5.3595e-07  -5.4213e-07
      1.7959   -5.387e-07  -5.4272e-07
      1.7143  -5.4489e-07  -5.4836e-07
      1.6327  -5.4765e-07  -5.4905e-07
       1.551  -5.5134e-07  -5.5279e-07
      1.4694  -5.5033e-07  -5.5236e-07
      1.3878  -5.5238e-07  -5.5506e-07
      1.3061  -5.5289e-07  -5.5466e-07
      1.2245  -5.5444e-07  -5.5408e-07
      1.1429   -5.582e-07  -5.5938e-07
      1.0612  -5.5557e-07  -5.5766e-07
     0.97959  -5.5901e-07  -5.6154e-07
     0.89796  -5.5708e-07  -5.5802e-07
